refeitorio,data,refeicao,preparacao,cardapio,aparencia,textura,sabor,odor,global,nota,sheet_origem,ru,mes
Benfica,2026-08-12,Jantar,PV,Estrogonofe de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Jantar,PB,Cubos de Frango ao M. de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Jantar,VEG,Almôndegas de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-13,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-13,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 1,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,3.0,4.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-08
Benfica,2026-08-12,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-12,Almoço,VEG,Refogado  de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,PV,Carne Moída Refogada,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-13,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Benfica,2026-08-13,Café,ESPECIAL VEG,Similar a Iogurte Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Porangabussu,2026-08-13,Almoço,PV,Carne Moída Refogada,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,3.0,4.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-13,Almoço,VEG,Guisado de Lentilha,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Pici 1,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Jantar,PV,Isca de Carne Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Jantar,PB,Peixe Assado,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-13,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Jantar,PV,Isca de Carne Acebolada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Jantar,PB,Peixe Assado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Jantar,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,PV,Carne Moída Refogada,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Café,ESPECIAL VEG,Geleia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-14,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Labomar,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Benfica,2026-08-14,Almoço,PV,Dobradinha,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Labomar,2026-08-14,Almoço,PV,Dobradinha,2.0,4.0,3.0,4.0,3.0,6.2,Av. Sensorial,L,2026-08
Labomar,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,L,2026-08
Pici 2,2026-08-13,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-13,Almoço,PB,Cubos de Frango ao M. de Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-13,Almoço,VEG,Guisado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-14,Café,ESPECIAL,Frango Desfiado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-14,Café,ESPECIAL VEG,Geleia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-14,Almoço,PV,Dobradinha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Porangabussu,2026-08-14,Almoço,PV,Dobradinha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-14,Almoço,PV,Dobradinha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-14,Almoço,VEG,Jardineira de Soja,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-08
Pici 1,2026-08-14,Almoço,PV,Dobradinha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Almoço,PV,Dobradinha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Benfica,2026-08-14,Almoço,PV,Dobradinha,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Almoço,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Almoço,VEG,Jardineira de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Jantar,PV,Suíno ao Molho Barbecue,3.0,4.0,4.0,4.0,3.0,7.2,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Jantar,PB,Escondidinho de Frango,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Jantar,VEG,Escondidinho de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Jantar,PV,Suíno ao Molho Barbecue,3.0,4.0,2.0,4.0,4.0,6.6,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Jantar,PB,Escondidinho de Frango,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-14,Jantar,VEG,Escondidinho de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 1,2026-08-14,Jantar,PV,Suíno ao Molho Barbecue,3.0,4.0,4.0,4.0,3.0,7.2,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Jantar,PB,Escondidinho de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-14,Jantar,VEG,Escondidinho de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-17,Café,ESPECIAL,Mingau ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-17,Café,ESPECIAL,Mingau ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-17,Café,ESPECIAL VEG,Achocolatado vegano ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Labomar,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,3.0,3.0,3.0,3.0,6.0,Av. Sensorial,L,2026-08
Labomar,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,L,2026-08
Pici 1,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 2,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,2.0,3.0,4.0,3.0,5.6,Av. Sensorial,P2,2026-08
Pici 2,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,P2,2026-08
Pici 2,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Porangabussu,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,,,,,,0.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,,,,,,0.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,,,,,,0.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Pici 1,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,3.0,4.0,3.0,3.0,6.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,2.0,3.0,4.0,3.0,3.0,5.8,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,3.0,4.0,4.0,3.0,4.0,7.2,Av. Sensorial,P1,2026-08
Benfica,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 1,2026-08-17,Jantar,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Jantar,PB,Sobrecoxa Desossada ao M.Ervas,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Jantar,VEG,Bolinho de Ervilha com Aveia,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Jantar,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Jantar,PB,Sobrecoxa Desossada ao M.Ervas,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-08
Pici 1,2026-08-17,Jantar,VEG,Bolinho de Ervilha com Aveia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-17,Almoço,PV,Cozido Bovino à Calabresa,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Almoço,PB,Cubos de Frango ao Molho Mostarda,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Almoço,VEG,Yakissoba Vegetariano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Jantar,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Jantar,PB,Sobrecoxa Desossada ao M.Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Jantar,VEG,Bolinho de Ervilha com Aveia,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Jantar,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Jantar,PB,Sobrecoxa Desossada ao M.Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-17,Jantar,VEG,Bolinho de Ervilha com Aveia,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-18,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Almoço,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Porangabussu,2026-08-18,Almoço,PV,Paçoca de Carne,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-18,Almoço,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,PO,2026-08
Pici 2,2026-08-18,Almoço,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Benfica,2026-08-18,Almoço,PV,Paçoca de Carne,2.0,4.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 1,2026-08-18,Almoço,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-08
Pici 1,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-18,Jantar,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-18,Jantar,PB,Estrogonofe de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-18,Jantar,VEG,Jardineira de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Benfica,2026-08-18,Almoço,PV,Paçoca de Carne,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Jantar,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Jantar,PB,Estrogonofe de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-18,Jantar,VEG,Jardineira de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Benfica,2026-08-19,Café,ESPECIAL,Ovos Mexidos,4.0,3.0,3.0,4.0,3.0,6.666666666666667,Av. Sensorial,B,2026-08
Benfica,2026-08-19,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-08
Pici 2,2026-08-19,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-19,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 2,2026-08-19,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-08
Pici 1,2026-08-19,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-19,Almoço,PB,Cubos de Frango ao M. de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-19,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-19,Almoço,PV,Feijoada,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-08
Pici 1,2026-08-19,Almoço,PB,Cubos de Frango ao M. de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Pici 1,2026-08-19,Almoço,VEG,Feijoada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-08
Porangabussu,2026-08-19,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-19,Almoço,PB,Cubos de Frango ao M. de Legumes,3.0,2.0,3.0,3.0,3.0,5.4,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-19,Almoço,VEG,Feijoada Vegetariana,3.0,3.0,3.0,3.0,3.0,6.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-19,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-19,Almoço,PB,Cubos de Frango ao M. de Legumes,3.0,2.0,2.0,4.0,3.0,5.2,Av. Sensorial,PO,2026-08
Porangabussu,2026-08-19,Almoço,VEG,Feijoada Vegetariana,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-08
Labomar,2026-08-18,Almoço,PV,Paçoca de Carne,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,L,2026-08
Labomar,2026-08-18,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
Labomar,2026-08-18,Almoço,VEG,Estrogonofe de Grão de Bico,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-08
